job_id,job_title,job_location,company_name,salary_year_avg
1647550,Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
581546,Clinical Data Analyst,Anywhere,Engage Partners Inc.,90000.0
293077,Data Analyst,Anywhere,Get It Recruit - Administrative,90000.0
714930,Data Analyst,Anywhere,Motion Recruitment,90000.0
25749,Fraud Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
1228142,Data Analyst,Anywhere,"Grant Leading Technology, LLC",90000.0
468153,Telecom Data Analyst,Anywhere,Axelerate,90000.0
846860,Real Estate Data Analyst,Anywhere,Get It Recruit - Real Estate,90000.0
1186631,Healthcare Data Analyst,Anywhere,Adaptive Solutions Group,90000.0
391159,Data Science Analyst,Anywhere,CVS Health,90000.0
382064,Data Analyst or Data Scientist,Anywhere,Get It Recruit - Finance,90000.0
326110,Healthcare Data Analyst,Anywhere,Preveta,90000.0
116825,Data Analyst,Anywhere,hackajob,90000.0
914174,"Data Analyst, Supply Chain (Remote)",Anywhere,Home Depot / THD,90000.0
1729407,Data Analyst,Anywhere,General Dynamics Information Technology,90000.0
419649,Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
613034,Credit Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
1152523,Real Estate Transaction Data Analyst,Anywhere,Get It Recruit - Real Estate,90000.0
258262,Data Analyst,Anywhere,Get It Recruit - Real Estate,90000.0
680315,Data Analyst,Anywhere,Gotely,90000.0
1244897,Data Analyst,Anywhere,Get It Recruit - Real Estate,90000.0
196796,Data Analyst,Anywhere,Angi,90000.0
1810744,Data Analyst,Anywhere,Venteon,90000.0
1560173,100% REMOTE Data Analyst,Anywhere,CyberCoders,90000.0
1178655,Data Analyst,Anywhere,Get It Recruit - Information Technology,91000.0
738823,Data Insights Analyst (all genders) - Remote,Anywhere,OUTFITTERY,92000.0
1098113,Data Analyst [70649],Anywhere,0nward Select,92500.0
1190547,"Operations Data Analyst (Greater LA Area, CA or Remote)",Anywhere,HopSkipDrive,92500.0
758193,Data Analyst (US REMOTE),Anywhere,LeanTaaS,92500.0
960363,Sr. People Data Analyst,Anywhere,Medidata Solutions,92750.0
133125,Statistical Data Analyst,Anywhere,Get It Recruit - Information Technology,93000.0
75704,Data Analyst,Anywhere,Get It Recruit - Information Technology,93000.0
1243771,Business Data Analyst,Anywhere,Tactis LLC,94000.0
961597,Sustainability Oversight Data Lead Analyst - Remote,Anywhere,The Cigna Group,94400.0
1127339,Data Analyst,Anywhere,Protect Democracy,94871.5
334078,Data Analyst * Work from home,Anywhere,American Red Cross,95000.0
945198,Program/Data Analyst (Health Services) Remote!,Anywhere,General Dynamics Information Technology,95000.0
369634,Data Analyst - Looker,Anywhere,Hays,95000.0
1491918,Informatics Data Analyst II,Anywhere,"IDR, Inc.",95000.0
430230,Data Analyst III (REMOTE),Anywhere,Ryder System,95000.0
204667,Data Analyst,Anywhere,Get It Recruit - Finance,95000.0
1355313,Data Integration Analyst,Anywhere,United Site Services,95000.0
1240374,Data Analyst,Anywhere,Insight Global,95000.0
1230135,"Data Analyst, Financial Services",Anywhere,Earnest Analytics,95000.0
78069,Data Analyst,Anywhere,Polygence,95000.0
328827,"Data Analyst (Greater LA Area, CA or Remote)",Anywhere,HopSkipDrive,95000.0
